compartments,abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
Marvinbryantia,0.004333694474539546,0.01179424639780248,1996,1375,Marvinbryantia,0.5,Healthy2
Parabacteroides,0.01679306608884074,0.040724562461024925,2870,1747,Parabacteroides,0.5,Healthy2
Parasutterella,0.004875406283856988,0.016322713981706854,1080,1019,Parasutterella,0.5,Healthy2
Roseburia,0.07638136511375948,0.18523089599187914,2357,1567,Roseburia,0.5,Healthy2
Subdoligranulum,0.060942578548212355,0.1477906159042603,1731,1301,Subdoligranulum,0.5,Healthy2
Terrisporobacter,0.15520043336944744,0.3763732270337344,1329,1155,Terrisporobacter,0.5,Healthy2
Veillonella,0.04794149512459372,0.11626204142532612,1832,1405,Veillonella,0.5,Healthy2
Akkermansia,0.14192849404117008,0.27529271463646215,2274,1386,Akkermansia,0.4,Healthy2
Alistipes,0.0027085590465872156,0.005253778772815972,2650,1613,Alistipes,0.4,Healthy2
Anaerostipes,0.010834236186348862,0.021014738564665705,2034,1491,Anaerostipes,0.4,Healthy2
Bacteroides,0.08829902491874322,0.17126997189725685,3307,1887,Bacteroides,0.4,Healthy2
Blautia,0.06365113759479958,0.12346150875999291,3108,1818,Blautia,0.4,Healthy2
Dorea,0.008938244853737811,0.017337164158013493,2368,1614,Dorea,0.4,Healthy2
Enterococcus,0.06879739978331528,0.13344350336965738,2570,1790,Enterococcus,0.4,Healthy2
Erysipelatoclostridium,0.0005417118093174432,0.0010515589030858947,2826,1639,Erysipelatoclostridium,0.4,Healthy2
Faecalibacterium,0.14842903575297942,0.2879016075223653,1986,1472,Faecalibacterium,0.4,Healthy2
Flavonifractor,0.0010834236186348864,0.009571622793787884,1207,1105,Flavonifractor,0.4,Healthy2
Haemophilus,0.0138136511375948,0.026793786921583476,1504,1246,Haemophilus,0.4,Healthy2
Intestinibacter,0.0780065005417118,0.15130597354693406,1381,1161,Intestinibacter,0.4,Healthy2
Lachnospira,0.0065005417118093175,0.01755099858090825,1163,1052,Lachnospira,0.4,Healthy2
Marvinbryantia,0.004333694474539546,0.011202265861976696,1996,1375,Marvinbryantia,0.4,Healthy2
Parabacteroides,0.01679306608884074,0.03257283105582204,2870,1747,Parabacteroides,0.4,Healthy2
Parasutterella,0.004875406283856988,0.014737080290504818,1080,1019,Parasutterella,0.4,Healthy2
Roseburia,0.07638136511375948,0.14815379935809675,2357,1567,Roseburia,0.4,Healthy2
Subdoligranulum,0.060942578548212355,0.11820787579185177,1731,1301,Subdoligranulum,0.4,Healthy2
Terrisporobacter,0.15520043336944744,0.30103581990822154,1329,1155,Terrisporobacter,0.4,Healthy2
Veillonella,0.04794149512459372,0.09299017026536535,1832,1405,Veillonella,0.4,Healthy2
Akkermansia,0.14192849404117008,0.20647420538586758,2274,1386,Akkermansia,0.30000000000000004,Healthy2
Alistipes,0.0027085590465872156,0.003940347722118106,2650,1613,Alistipes,0.30000000000000004,Healthy2
Anaerostipes,0.010834236186348862,0.01576138985999114,2034,1491,Anaerostipes,0.30000000000000004,Healthy2
Bacteroides,0.08829902491874322,0.12845532657175462,3307,1887,Bacteroides,0.30000000000000004,Healthy2
Blautia,0.06365113759479958,0.09259816501907171,3108,1818,Blautia,0.30000000000000004,Healthy2
Dorea,0.008938244853737811,0.013003146654584486,2368,1614,Dorea,0.30000000000000004,Healthy2
Enterococcus,0.06879739978331528,0.10008482517656697,2570,1790,Enterococcus,0.30000000000000004,Healthy2
Erysipelatoclostridium,0.0005417118093174432,0.0007880715153727512,2826,1639,Erysipelatoclostridium,0.30000000000000004,Healthy2
Faecalibacterium,0.14842903575297942,0.2159310395292061,1986,1472,Faecalibacterium,0.30000000000000004,Healthy2
Flavonifractor,0.0010834236186348864,0.007380897423832127,1207,1105,Flavonifractor,0.30000000000000004,Healthy2
Haemophilus,0.0138136511375948,0.02009577204881724,1504,1246,Haemophilus,0.30000000000000004,Healthy2
Intestinibacter,0.0780065005417118,0.1134820063571722,1381,1161,Intestinibacter,0.30000000000000004,Healthy2
Lachnospira,0.0065005417118093175,0.011670642918059387,1163,1052,Lachnospira,0.30000000000000004,Healthy2
Marvinbryantia,0.004333694474539546,0.008466390110128045,1996,1375,Marvinbryantia,0.30000000000000004,Healthy2
Parabacteroides,0.01679306608884074,0.024430154215288526,2870,1747,Parabacteroides,0.30000000000000004,Healthy2
Parasutterella,0.004875406283856988,0.012265840186999399,1080,1019,Parasutterella,0.30000000000000004,Healthy2
Roseburia,0.07638136511375948,0.11111779799669533,2357,1567,Roseburia,0.30000000000000004,Healthy2
Subdoligranulum,0.060942578548212355,0.08865781792029612,1731,1301,Subdoligranulum,0.30000000000000004,Healthy2
Terrisporobacter,0.15520043336944744,0.22578190828081574,1329,1155,Terrisporobacter,0.30000000000000004,Healthy2
Veillonella,0.04794149512459372,0.06974414986984993,1832,1405,Veillonella,0.30000000000000004,Healthy2
Akkermansia,0.14192849404117008,0.13761250739318492,2274,1386,Akkermansia,0.2,Healthy2
Alistipes,0.0027085590465872156,0.0026261933842471417,2650,1613,Alistipes,0.2,Healthy2
Anaerostipes,0.010834236186348862,0.010504771661395218,2034,1491,Anaerostipes,0.2,Healthy2
Bacteroides,0.08829902491874322,0.0856138882677664,3307,1887,Bacteroides,0.2,Healthy2
Blautia,0.06365113759479958,0.06171553301102549,3108,1818,Blautia,0.2,Healthy2
Dorea,0.008938244853737811,0.00866643665516845,2368,1614,Dorea,0.2,Healthy2
Enterococcus,0.06879739978331528,0.06670529952912133,2570,1790,Enterococcus,0.2,Healthy2
Erysipelatoclostridium,0.0005417118093174432,0.0005252420613766415,2826,1639,Erysipelatoclostridium,0.2,Healthy2
Faecalibacterium,0.14842903575297942,0.1439153703697558,1986,1472,Faecalibacterium,0.2,Healthy2
Flavonifractor,0.0010834236186348864,0.007038705233951187,1207,1105,Flavonifractor,0.2,Healthy2
Haemophilus,0.0138136511375948,0.013393583825061306,1504,1246,Haemophilus,0.2,Healthy2
Intestinibacter,0.0780065005417118,0.07563435544554184,1381,1161,Intestinibacter,0.2,Healthy2
Lachnospira,0.0065005417118093175,0.009879300977800508,1163,1052,Lachnospira,0.2,Healthy2
Marvinbryantia,0.004333694474539546,0.006378023798613422,1996,1375,Marvinbryantia,0.2,Healthy2
Parabacteroides,0.01679306608884074,0.016282395973982535,2870,1747,Parabacteroides,0.2,Healthy2
Parasutterella,0.004875406283856988,0.009675184634649805,1080,1019,Parasutterella,0.2,Healthy2
Roseburia,0.07638136511375948,0.07405863963186352,2357,1567,Roseburia,0.2,Healthy2
Subdoligranulum,0.060942578548212355,0.059089340933914505,1731,1301,Subdoligranulum,0.2,Healthy2
Terrisporobacter,0.15520043336944744,0.15048085276315615,1329,1155,Terrisporobacter,0.2,Healthy2
Veillonella,0.04794149512459372,0.04648361425515732,1832,1405,Veillonella,0.2,Healthy2
Akkermansia,0.14192849404117008,0.06963850495713951,2274,1386,Akkermansia,0.1,Healthy2
Alistipes,0.0027085590465872156,0.0013079951164188075,2650,1613,Alistipes,0.1,Healthy2
Anaerostipes,0.010834236186348862,0.0052306622353193374,2034,1491,Anaerostipes,0.1,Healthy2
Bacteroides,0.08829902491874322,0.042629538551040715,3307,1887,Bacteroides,0.1,Healthy2
Blautia,0.06365113759479958,0.030729886605065183,3108,1818,Blautia,0.1,Healthy2
Dorea,0.008938244853737811,0.00431531832088047,2368,1614,Dorea,0.1,Healthy2
Enterococcus,0.06879739978331528,0.033214430445037815,2570,1790,Enterococcus,0.1,Healthy2
Erysipelatoclostridium,0.0005417118093174432,0.0002638360708550156,2826,1639,Erysipelatoclostridium,0.1,Healthy2
Faecalibacterium,0.14842903575297942,0.07165945695445862,1986,1472,Faecalibacterium,0.1,Healthy2
Flavonifractor,0.0010834236186348864,0.006119562798710479,1207,1105,Flavonifractor,0.1,Healthy2
Haemophilus,0.0138136511375948,0.006669069704251755,1504,1246,Haemophilus,0.1,Healthy2
Intestinibacter,0.0780065005417118,0.03766065784534659,1381,1161,Intestinibacter,0.1,Healthy2
Lachnospira,0.0065005417118093175,0.007874550413597947,1163,1052,Lachnospira,0.1,Healthy2
Marvinbryantia,0.004333694474539546,0.004236500285842218,1996,1375,Marvinbryantia,0.1,Healthy2
Parabacteroides,0.01679306608884074,0.008107478049262542,2870,1747,Parabacteroides,0.1,Healthy2
Parasutterella,0.004875406283856988,0.008303904269198383,1080,1019,Parasutterella,0.1,Healthy2
Roseburia,0.07638136511375948,0.036875872314480654,2357,1567,Roseburia,0.1,Healthy2
Subdoligranulum,0.060942578548212355,0.029452653814205275,1731,1301,Subdoligranulum,0.1,Healthy2
Terrisporobacter,0.15520043336944744,0.0749288146895351,1329,1155,Terrisporobacter,0.1,Healthy2
Veillonella,0.04794149512459372,0.02314549520515212,1832,1405,Veillonella,0.1,Healthy2
Actinomyces,0.0008714596949891067,0.0,2445,1643,Actinomyces,,Healthy4
Adlercreutzia,0.003050108932461874,6.110755127127101,942,904,Adlercreutzia,,Healthy4
Akkermansia,0.02636165577342048,0.0,2274,1386,Akkermansia,,Healthy4
Alistipes,0.002178649237472767,138.35648653845786,2650,1613,Alistipes,,Healthy4
Anaerococcus,0.0006535947712418301,0.0,1330,1097,Anaerococcus,,Healthy4
Anaerofustis,0.00043572984749455336,1.971756091734278e-13,986,922,Anaerofustis,,Healthy4
Anaerostipes,0.06884531590413943,0.0,2034,1491,Anaerostipes,,Healthy4
Bacteroides,0.15511982570806102,0.0,3307,1887,Bacteroides,,Healthy4
Bifidobacterium,0.01786492374727669,0.0,3108,1734,Bifidobacterium,,Healthy4
Blautia,0.21895424836601307,0.0,3108,1818,Blautia,,Healthy4
Collinsella,0.001525054466230937,0.0,2629,1587,Collinsella,,Healthy4
Dialister,0.011982570806100218,0.0,1187,1056,Dialister,,Healthy4
Dorea,0.08061002178649238,0.0,2368,1614,Dorea,,Healthy4
Erysipelatoclostridium,0.004139433551198257,0.0,2826,1639,Erysipelatoclostridium,,Healthy4
Faecalibacterium,0.10217864923747276,0.0,1986,1472,Faecalibacterium,,Healthy4
Holdemanella,0.05708061002178649,0.0,1585,1192,Holdemanella,,Healthy4
Intestinibacter,0.12352941176470589,0.0,1381,1161,Intestinibacter,,Healthy4
Odoribacter,0.01764705882352941,4.694041320112898,2526,1594,Odoribacter,,Healthy4
Parabacteroides,0.007407407407407408,0.0,2870,1747,Parabacteroides,,Healthy4
Parasutterella,0.003703703703703704,-1.5827339439056232e-12,1080,1019,Parasutterella,,Healthy4
Phascolarctobacterium,0.00043572984749455336,0.0,1019,945,Phascolarctobacterium,,Healthy4
Pseudomonas,0.0006535947712418301,137.18808537141103,2184,1588,Pseudomonas,,Healthy4
Roseburia,0.027450980392156862,0.0,2357,1567,Roseburia,,Healthy4
Streptococcus,0.005228758169934641,0.0,2896,1822,Streptococcus,,Healthy4
Subdoligranulum,0.06122004357298475,0.0,1731,1301,Subdoligranulum,,Healthy4
Veillonella,0.00043572984749455336,0.0,1832,1405,Veillonella,,Healthy4
Weissella,0.00043572984749455336,8.526512829121202e-13,1463,1152,Weissella,,Healthy4
Actinomyces,0.0008714596949891067,4.297905453149345e-08,2445,1643,Actinomyces,1.0,Healthy4
Adlercreutzia,0.003050108932461874,3.1099173867816274,942,904,Adlercreutzia,1.0,Healthy4
Akkermansia,0.02636165577342048,3.056445132159681e-10,2274,1386,Akkermansia,1.0,Healthy4
Alistipes,0.002178649237472767,2.221709303846731,2650,1613,Alistipes,1.0,Healthy4
Anaerococcus,0.0006535947712418301,1.9204708280540302e-08,1330,1097,Anaerococcus,1.0,Healthy4
Anaerofustis,0.00043572984749455336,4.091083184054177e-08,986,922,Anaerofustis,1.0,Healthy4
Anaerostipes,0.06884531590413943,1.3903730673654543e-10,2034,1491,Anaerostipes,1.0,Healthy4
Bacteroides,0.15511982570806102,6.681584421082594e-11,3307,1887,Bacteroides,1.0,Healthy4
Bifidobacterium,0.01786492374727669,5.379438136068205e-09,3108,1734,Bifidobacterium,1.0,Healthy4
Blautia,0.21895424836601307,2.6351832987821003e-11,3108,1818,Blautia,1.0,Healthy4
Collinsella,0.001525054466230937,9.950732808171947e-09,2629,1587,Collinsella,1.0,Healthy4
Dialister,0.011982570806100218,12.214785050188198,1187,1056,Dialister,1.0,Healthy4
Dorea,0.08061002178649238,2.3366457613071755e-10,2368,1614,Dorea,1.0,Healthy4
Erysipelatoclostridium,0.004139433551198257,4.0776504509027175e-09,2826,1639,Erysipelatoclostridium,1.0,Healthy4
Faecalibacterium,0.10217864923747276,1.2765842864414987e-10,1986,1472,Faecalibacterium,1.0,Healthy4
Holdemanella,0.05708061002178649,1.008936449014074e-10,1585,1192,Holdemanella,1.0,Healthy4
Intestinibacter,0.12352941176470589,3.839370220686857e-11,1381,1161,Intestinibacter,1.0,Healthy4
Odoribacter,0.01764705882352941,17.989451740748834,2526,1594,Odoribacter,1.0,Healthy4
Parabacteroides,0.007407407407407408,7.11328101616438e-09,2870,1747,Parabacteroides,1.0,Healthy4
Parasutterella,0.003703703703703704,3.7754789144786147,1080,1019,Parasutterella,1.0,Healthy4
Phascolarctobacterium,0.00043572984749455336,1.912868727334417e-08,1019,945,Phascolarctobacterium,1.0,Healthy4
Pseudomonas,0.0006535947712418301,0.6663953383174112,2184,1588,Pseudomonas,1.0,Healthy4
Roseburia,0.027450980392156862,3.5043939382654713e-10,2357,1567,Roseburia,1.0,Healthy4
Streptococcus,0.005228758169934641,1.96604573707083e-09,2896,1822,Streptococcus,1.0,Healthy4
Subdoligranulum,0.06122004357298475,1.2711441359558648e-10,1731,1301,Subdoligranulum,1.0,Healthy4
Veillonella,0.00043572984749455336,1.1835203127137229e-07,1832,1405,Veillonella,1.0,Healthy4
Weissella,0.00043572984749455336,2.295222778942346e-08,1463,1152,Weissella,1.0,Healthy4
Actinomyces,0.0008714596949891067,0.2752794039085965,2445,1643,Actinomyces,0.9,Healthy4
Adlercreutzia,0.003050108932461874,2.4607579378031157,942,904,Adlercreutzia,0.9,Healthy4
Akkermansia,0.02636165577342048,0.0030478456157755746,2274,1386,Akkermansia,0.9,Healthy4
Alistipes,0.002178649237472767,1.822444715478756,2650,1613,Alistipes,0.9,Healthy4
Anaerococcus,0.0006535947712418301,0.1367672137087664,1330,1097,Anaerococcus,0.9,Healthy4
Anaerofustis,0.00043572984749455336,0.22215177409211143,986,922,Anaerofustis,0.9,Healthy4
Anaerostipes,0.06884531590413943,0.10268212766196838,2034,1491,Anaerostipes,0.9,Healthy4
Bacteroides,0.15511982570806102,0.002251995168117543,3307,1887,Bacteroides,0.9,Healthy4
Bifidobacterium,0.01786492374727669,2.6322157287381223,3108,1734,Bifidobacterium,0.9,Healthy4
Blautia,0.21895424836601307,0.001075156001936789,3108,1818,Blautia,0.9,Healthy4
Collinsella,0.001525054466230937,0.09025959691779359,2629,1587,Collinsella,0.9,Healthy4
Dialister,0.011982570806100218,9.302133256733773,1187,1056,Dialister,0.9,Healthy4
Dorea,0.08061002178649238,0.11087201932169406,2368,1614,Dorea,0.9,Healthy4
Erysipelatoclostridium,0.004139433551198257,0.04623367243019103,2826,1639,Erysipelatoclostridium,0.9,Healthy4
Faecalibacterium,0.10217864923747276,0.0020395797238033277,1986,1472,Faecalibacterium,0.9,Healthy4
Holdemanella,0.05708061002178649,0.0014493576725334461,1585,1192,Holdemanella,0.9,Healthy4
Intestinibacter,0.12352941176470589,0.007986091065283689,1381,1161,Intestinibacter,0.9,Healthy4
Odoribacter,0.01764705882352941,13.684402078758541,2526,1594,Odoribacter,0.9,Healthy4
Parabacteroides,0.007407407407407408,0.14131577405931822,2870,1747,Parabacteroides,0.9,Healthy4
Parasutterella,0.003703703703703704,2.936946675601528,1080,1019,Parasutterella,0.9,Healthy4
Phascolarctobacterium,0.00043572984749455336,0.12016583734033331,1019,945,Phascolarctobacterium,0.9,Healthy4
Pseudomonas,0.0006535947712418301,0.773325555487128,2184,1588,Pseudomonas,0.9,Healthy4
Roseburia,0.027450980392156862,0.006838245081582889,2357,1567,Roseburia,0.9,Healthy4
Streptococcus,0.005228758169934641,0.029464410324737896,2896,1822,Streptococcus,0.9,Healthy4
Subdoligranulum,0.06122004357298475,0.0020261812279979492,1731,1301,Subdoligranulum,0.9,Healthy4
Veillonella,0.00043572984749455336,0.33363953390163986,1832,1405,Veillonella,0.9,Healthy4
Weissella,0.00043572984749455336,0.14342677992338518,1463,1152,Weissella,0.9,Healthy4
Actinomyces,0.0008714596949891067,0.5820153191290458,2445,1643,Actinomyces,0.8,Healthy4
Adlercreutzia,0.003050108932461874,1.285064758086595,942,904,Adlercreutzia,0.8,Healthy4
Akkermansia,0.02636165577342048,0.01439593898720405,2274,1386,Akkermansia,0.8,Healthy4
Alistipes,0.002178649237472767,1.0287977904530095,2650,1613,Alistipes,0.8,Healthy4
Anaerococcus,0.0006535947712418301,0.4000311205836371,1330,1097,Anaerococcus,0.8,Healthy4
Anaerofustis,0.00043572984749455336,0.474513249976381,986,922,Anaerofustis,0.8,Healthy4
Anaerostipes,0.06884531590413943,0.02545711785660067,2034,1491,Anaerostipes,0.8,Healthy4
Bacteroides,0.15511982570806102,0.840155897230308,3307,1887,Bacteroides,0.8,Healthy4
Bifidobacterium,0.01786492374727669,3.7274488248410536,3108,1734,Bifidobacterium,0.8,Healthy4
Blautia,0.21895424836601307,0.017846887499442934,3108,1818,Blautia,0.8,Healthy4
Collinsella,0.001525054466230937,0.3699637756971091,2629,1587,Collinsella,0.8,Healthy4
Dialister,0.011982570806100218,4.194578370388477,1187,1056,Dialister,0.8,Healthy4
Dorea,0.08061002178649238,0.02302974755319791,2368,1614,Dorea,0.8,Healthy4
Erysipelatoclostridium,0.004139433551198257,0.25021824164854617,2826,1639,Erysipelatoclostridium,0.8,Healthy4
Faecalibacterium,0.10217864923747276,0.022608645081051038,1986,1472,Faecalibacterium,0.8,Healthy4
Holdemanella,0.05708061002178649,0.01395936552829597,1585,1192,Holdemanella,0.8,Healthy4
Intestinibacter,0.12352941176470589,0.005804093019481865,1381,1161,Intestinibacter,0.8,Healthy4
Odoribacter,0.01764705882352941,6.132547706409298,2526,1594,Odoribacter,0.8,Healthy4
Parabacteroides,0.007407407407407408,1.0781412312561123,2870,1747,Parabacteroides,0.8,Healthy4
Parasutterella,0.003703703703703704,1.4792402071838886,1080,1019,Parasutterella,0.8,Healthy4
Phascolarctobacterium,0.00043572984749455336,0.30213453517074934,1019,945,Phascolarctobacterium,0.8,Healthy4
Pseudomonas,0.0006535947712418301,0.6200361029346987,2184,1588,Pseudomonas,0.8,Healthy4
Roseburia,0.027450980392156862,0.05922378390362709,2357,1567,Roseburia,0.8,Healthy4
Streptococcus,0.005228758169934641,0.1807540056461214,2896,1822,Streptococcus,0.8,Healthy4
Subdoligranulum,0.06122004357298475,0.021010121434727465,1731,1301,Subdoligranulum,0.8,Healthy4
Veillonella,0.00043572984749455336,0.4427773241066693,1832,1405,Veillonella,0.8,Healthy4
Weissella,0.00043572984749455336,0.3455562379912813,1463,1152,Weissella,0.8,Healthy4
Actinomyces,0.0008714596949891067,0.2205105073572332,2445,1643,Actinomyces,0.7000000000000001,Healthy4
Adlercreutzia,0.003050108932461874,0.44471028379944144,942,904,Adlercreutzia,0.7000000000000001,Healthy4
Akkermansia,0.02636165577342048,0.024075719547341085,2274,1386,Akkermansia,0.7000000000000001,Healthy4
Alistipes,0.002178649237472767,0.36744444160674106,2650,1613,Alistipes,0.7000000000000001,Healthy4
Anaerococcus,0.0006535947712418301,0.1784158133105701,1330,1097,Anaerococcus,0.7000000000000001,Healthy4
Anaerofustis,0.00043572984749455336,0.25095140520648035,986,922,Anaerofustis,0.7000000000000001,Healthy4
Anaerostipes,0.06884531590413943,0.14178042022421875,2034,1491,Anaerostipes,0.7000000000000001,Healthy4
Bacteroides,0.15511982570806102,1.5304385730193792,3307,1887,Bacteroides,0.7000000000000001,Healthy4
Bifidobacterium,0.01786492374727669,1.0178436026674706,3108,1734,Bifidobacterium,0.7000000000000001,Healthy4
Blautia,0.21895424836601307,0.042628843311063536,3108,1818,Blautia,0.7000000000000001,Healthy4
Collinsella,0.001525054466230937,0.17738239801021663,2629,1587,Collinsella,0.7000000000000001,Healthy4
Dialister,0.011982570806100218,1.0564257356623057,1187,1056,Dialister,0.7000000000000001,Healthy4
Dorea,0.08061002178649238,0.0650285080621416,2368,1614,Dorea,0.7000000000000001,Healthy4
Erysipelatoclostridium,0.004139433551198257,0.21090200419729024,2826,1639,Erysipelatoclostridium,0.7000000000000001,Healthy4
Faecalibacterium,0.10217864923747276,0.045070681080482185,1986,1472,Faecalibacterium,0.7000000000000001,Healthy4
Holdemanella,0.05708061002178649,0.035109537387322136,1585,1192,Holdemanella,0.7000000000000001,Healthy4
